Geo_Code,Prov_Name,Topic,Characteristic,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
46,Manitoba,Knowledge of official languages,Total population,34,1133515,,556925,,576590,
46,Manitoba,Knowledge of official languages,   English only,,1017565,,505485,,512080,
46,Manitoba,Knowledge of official languages,   French only,,1925,,855,,1075,
46,Manitoba,Knowledge of official languages,   English and French,,103525,,46285,,57235,
46,Manitoba,Knowledge of official languages,   Neither English nor French,,10500,,4295,,6205,
46,Manitoba,Language spoken most often at home,Total population,35,1133510,,556920,,576590,
46,Manitoba,Language spoken most often at home,   English,,989215,,487110,,502105,
46,Manitoba,Language spoken most often at home,   French,,19515,,8980,,10530,
46,Manitoba,Language spoken most often at home,   Non-official language,,107875,,52660,,55215,
46,Manitoba,Language spoken most often at home,   English and French,,1820,,825,,1000,
46,Manitoba,Language spoken most often at home,   English and non-official language,,14875,,7225,,7645,
46,Manitoba,Language spoken most often at home,   French and non-official language,,110,,60,,50,
46,Manitoba,Language spoken most often at home,"   English, French and non-official language",,105,,60,,40,
46,Manitoba,Immigrant status and period of immigration,Total population,36,1133515,,556920,,576590,
46,Manitoba,Immigrant status and period of immigration,   Non-immigrants,37,974735,,480015,,494715,
46,Manitoba,Immigrant status and period of immigration,   Immigrants,38,151230,,72960,,78270,
46,Manitoba,Immigrant status and period of immigration,      Before 1991,,92535,,44600,,47930,
46,Manitoba,Immigrant status and period of immigration,      1991 to 2000,,27505,,12950,,14555,
46,Manitoba,Immigrant status and period of immigration,      2001 to 2006,39,31190,,15415,,15780,
46,Manitoba,Immigrant status and period of immigration,   Non-permanent residents,40,7545,,3945,,3605,
46,Manitoba,Citizenship,Total population,41,1133515,,556920,,576590,
46,Manitoba,Citizenship,   Canadian citizens,,1084590,,533175,,551415,
46,Manitoba,Citizenship,      Canadian citizens under age 18,,265970,,136565,,129405,
46,Manitoba,Citizenship,      Canadian citizens age 18 and over,,818625,,396610,,422015,
46,Manitoba,Citizenship,   Not Canadian citizens,42,48925,,23750,,25180,
46,Manitoba,Generation status,Total population 15 years and over,43,908450,,441330,,467115,
46,Manitoba,Generation status,   1st generation,44,148875,,71990,,76880,
46,Manitoba,Generation status,   2nd generation,45,167400,,78720,,88685,
46,Manitoba,Generation status,   3rd generation or more,46,592175,,290620,,301555,
46,Manitoba,Mobility status - Place of residence 1 year ago,Total population 1 year and over,47,1119365,,549795,,569565,
46,Manitoba,Mobility status - Place of residence 1 year ago,   Lived at the same address 1 year ago,,968770,,475695,,493070,
46,Manitoba,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses within the same census subdivision (municipality)",,99440,,49070,,50365,
46,Manitoba,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses from another census subdivision (municipality) within the same province or territory",,29990,,14415,,15580,
46,Manitoba,Mobility status - Place of residence 1 year ago,   Lived in a different province or territory 1 year ago,,11395,,5800,,5590,
46,Manitoba,Mobility status - Place of residence 1 year ago,   Lived in a different country 1 year ago,,9775,,4815,,4960,
46,Manitoba,Mobility status - Place of residence 5 years ago,Total population 5 years and over,48,1065210,,521875,,543335,
46,Manitoba,Mobility status - Place of residence 5 years ago,   Lived at the same address 5 years ago,,674945,,331850,,343095,
46,Manitoba,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses within the same census subdivision (municipality)",,237910,,116110,,121805,
46,Manitoba,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses from another census subdivision (municipality) within the same province or territory",,80205,,37980,,42225,
46,Manitoba,Mobility status - Place of residence 5 years ago,   Lived in a different province or territory 5 years ago,,36585,,18185,,18405,
46,Manitoba,Mobility status - Place of residence 5 years ago,   Lived in a different country 5 years ago,,35555,,17755,,17805,
46,Manitoba,Aboriginal population,Total Aboriginal and non-Aboriginal identity population,49,1133515,,556920,,576590,
46,Manitoba,Aboriginal population,   Aboriginal identity population,50,175395,,85720,,89675,
46,Manitoba,Aboriginal population,   Non-Aboriginal identity population,,958120,,471200,,486915,
46,Manitoba,Educational attainment,Total population 15 years and over,51,908450,,441335,,467120,
46,Manitoba,Educational attainment,"   No certificate, diploma or degree",,267745,,135755,,131985,
46,Manitoba,Educational attainment,   High school certificate or equivalent,52,242200,,113440,,128760,
46,Manitoba,Educational attainment,   Apprenticeship or trades certificate or diploma,,88560,,54670,,33885,
46,Manitoba,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",53,136735,,57580,,79155,
46,Manitoba,Educational attainment,   University certificate or diploma below the bachelor level,,36740,,15615,,21125,
46,Manitoba,Educational attainment,"   University certificate, diploma or degree",,136465,,64265,,72200,
46,Manitoba,Educational attainment,Total population aged 15 to 24,54,160705,,81170,,79540,
46,Manitoba,Educational attainment,"   No certificate, diploma or degree",,76425,,40600,,35830,
46,Manitoba,Educational attainment,   High school certificate or equivalent,55,58510,,29405,,29105,
46,Manitoba,Educational attainment,   Apprenticeship or trades certificate or diploma,,4725,,2720,,2010,
46,Manitoba,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",56,10115,,4495,,5620,
46,Manitoba,Educational attainment,   University certificate or diploma below the bachelor level,,2190,,955,,1235,
46,Manitoba,Educational attainment,"   University certificate, diploma or degree",,8735,,2995,,5735,
46,Manitoba,Educational attainment,Total population aged 25 to 34,57,139770,,68520,,71250,
46,Manitoba,Educational attainment,"   No certificate, diploma or degree",,22990,,12775,,10210,
46,Manitoba,Educational attainment,   High school certificate or equivalent,58,38975,,20635,,18335,
46,Manitoba,Educational attainment,   Apprenticeship or trades certificate or diploma,,13070,,7635,,5440,
46,Manitoba,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",59,27210,,11460,,15750,
46,Manitoba,Educational attainment,   University certificate or diploma below the bachelor level,,5240,,2645,,2595,
46,Manitoba,Educational attainment,"   University certificate, diploma or degree",,32280,,13365,,18915,
46,Manitoba,Educational attainment,Total population aged 35 to 64,60,456165,,225055,,231110,
46,Manitoba,Educational attainment,"   No certificate, diploma or degree",,98495,,52850,,45645,
46,Manitoba,Educational attainment,   High school certificate or equivalent,61,112225,,51985,,60240,
46,Manitoba,Educational attainment,   Apprenticeship or trades certificate or diploma,,54335,,33780,,20550,
46,Manitoba,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",62,84285,,35780,,48500,
46,Manitoba,Educational attainment,   University certificate or diploma below the bachelor level,,23355,,9765,,13590,
46,Manitoba,Educational attainment,"   University certificate, diploma or degree",,83470,,40890,,42585,
46,Manitoba,Major field of study,Total population 15 years and over,63,908450,,441330,,467115,
46,Manitoba,Major field of study,"   No postsecondary certificate, diploma or degree",,509945,,249195,,260750,
46,Manitoba,Major field of study,   Education,,40385,,11120,,29265,
46,Manitoba,Major field of study,"   Visual and performing arts, and communications technologies",,10815,,5190,,5630,
46,Manitoba,Major field of study,   Humanities,,20765,,9495,,11265,
46,Manitoba,Major field of study,   Social and behavioural sciences and law,,33990,,11965,,22020,
46,Manitoba,Major field of study,"   Business, management and public administration",,80020,,28850,,51175,
46,Manitoba,Major field of study,   Physical and life sciences and technologies,,11850,,6550,,5300,
46,Manitoba,Major field of study,"   Mathematics, computer and information sciences",,14965,,8475,,6490,
46,Manitoba,Major field of study,"   Architecture, engineering, and related technologies",,83075,,78255,,4815,
46,Manitoba,Major field of study,"   Agriculture, natural resources and conservation",,12525,,9550,,2975,
46,Manitoba,Major field of study,"   Health, parks, recreation and fitness",,67715,,11455,,56265,
46,Manitoba,Major field of study,"   Personal, protective and transportation services",,22340,,11220,,11115,
46,Manitoba,Major field of study,   Other,64,55,,10,,45,
46,Manitoba,Location of study,Total population 15 years and over,65,908450,,441330,,467120,
46,Manitoba,Location of study,"   No postsecondary certificate, diploma or degree",,509945,,249195,,260750,
46,Manitoba,Location of study,"   Postsecondary certificate, diploma or degree",,398505,,192135,,206370,
46,Manitoba,Location of study,      Inside Canada,,353775,,168160,,185620,
46,Manitoba,Location of study,      Outside Canada,,44730,,23975,,20750,
46,Manitoba,Labour force activity,Total population 15 years and over,66,908450,,441335,,467120,
46,Manitoba,Labour force activity,   In the labour force,67,611280,,321465,,289820,
46,Manitoba,Labour force activity,      Employed,68,577710,,303665,,274045,
46,Manitoba,Labour force activity,      Unemployed,69,33570,,17795,,15775,
46,Manitoba,Labour force activity,   Not in the labour force,70,297170,,119870,,177300,
46,Manitoba,Labour force activity,Participation rate,71,67.3,,72.8,,62,
46,Manitoba,Labour force activity,Employment rate,72,63.6,,68.8,,58.7,
46,Manitoba,Labour force activity,Unemployment rate,73,5.5,,5.5,,5.4,
46,Manitoba,Occupation,Total experienced labour force 15 years and over,74,602150,,316845,,285305,
46,Manitoba,Occupation,   A  Management occupations,75,51355,,32080,,19270,
46,Manitoba,Occupation,"   B  Business, finance and administration occupations",,104440,,29710,,74730,
46,Manitoba,Occupation,   C  Natural and applied sciences and related occupations,,29630,,23385,,6245,
46,Manitoba,Occupation,   D  Health occupations,,40455,,8065,,32390,
46,Manitoba,Occupation,"   E  Occupations in social science, education, government service and religion",,52885,,17600,,35290,
